PluginID;Name;Type
1001408;PSpinConvert;11
1001409;PGroup;11
1001410;PVelocityConvert;11
1001411;PDeflector;11
1001412;PPosition Follow;11
1001413;PShape;11
1001414;TP Geometry;Command
1001414;TP Geometry;Object
1001415;PSpin;11
1001416;PAlignment;11
1001417;PGroup;11
1001418;PMass;11
1001419;PSize;11
1001420;PScale;11
1001421;PFriction;11
1001422;PVelocity;11
1001423;PMotionInheritance;11
1001424;PBubble;11
1001425;PDie;11
1001426;PGravity;11
1001427;PWind;11
1001428;Thinking Particles;SceneHook
1001429;PTimer;11
1001430;PChronometer;11
1001431;PFragment;11
1001432;PFreeze;11
1001435;P Pass;11
1001436;PRepulse&Bounce;11
1001437;PRolling;11
1001438;PLight;11
1001439;TP Settings;Command
1001440;PSurfacePosition;11
1001441;PVolumePosition;11
1001442;PBorn;11
1001444;PBlurp;11
1001445;PDraw;11
1001446;TP ParticleDraw;Command
1001446;TP ParticleDraw;Tool
1001446;TP ParticleDraw;11
1001447;PMatterWaves;11
1002006;PyroShaderPreview;Command
1002008;Vector Motion Blur;VideoPost
1002603;Explosion FX;Object
1002603;Explosion FX;Command
1007455;Subdivision Surface;Object
1007455;Subdivision Surface;Command
1007539;ChanLum;Shader
1007573;Weight Subdivision Surface;Tool
1007573;Weight Subdivision Surface;11
1007573;Weight Subdivision Surface;Command
1007579;SDS Weight;Tag
1007579;SDS Weight;Command
1008796;Spline Rail;Object
1008796;Spline Rail;Command
1008913;Send back to Maya;Command
1008982;Spline;Command
1008982;Spline;Object
1009059;Spline;18
1009180;HyperLink;18
1009290;In-/Exclusion;18
1009364;Priority;18
1009371;Font;18
1009383;Date/Time;18
1009415;Link;18
1009661;Edge Cut;Command
1009661;Edge Cut;11
1009661;Edge Cut;Tool
1009671;Edge to Spline;Command
1010136;Melt;Command
1010819;Axis Center;Command
1010865;Legacy Boole;Object
1010865;Legacy Boole;Command
1011010;Connect;Object
1011010;Connect;Command
1011012;Sketch Style;Command
1011012;Sketch Style;Tag
1011014;Sketch;2
1011015;Sketch and Toon;VideoPost
1011100;Gradient;Shader
1011101;Falloff;Shader
1011102;Tiles;Shader
1011103;Fresnel;Shader
1011105;Lumas;Shader
1011106;Proximal;Shader
1011107;Normal Direction;Shader
1011108;Backlight;Shader
1011109;Fusion;Shader
1011111;Posterizer;Shader
1011112;Colorizer;Shader
1011114;Distorter;Shader
1011115;Projector;Shader
1011116;Noise;Shader
1011117;Danel;2
1011118;Banji;2
1011119;Banzi;2
1011120;Cheen;2
1011121;Mabel;2
1011122;Nukei;2
1011123;Layer;Shader
1011124;Spline;Shader
1011125;preview;Command
1011126;Matrix Extrude;Command
1011126;Matrix Extrude;Tool
1011126;Matrix Extrude;11
1011128;Filter;Shader
1011130;Blend;18
1011132;Baker VP;VideoPost
1011133;Bake Material...;Command
1011137;Vertex Map;Shader
1011144;Sky Video Post;VideoPost
1011145;Physical Sky;Command
1011146;Physical Sky;Object
1011147;#$15Sky Manager...;Command
1011148;Latitude/Longitude;18
1011149;Sky Material;2
1011152;Material Preview;18
1011160;Relax UV;Command
1011161;Copy UV;Command
1011162;Paste UV;Command
1011163;Max UV;Command
1011164;Flip Sequence;Command
1011165;Cycle UV CW;Command
1011166;Cycle UV CCW;Command
1011167;UV Terrace;Command
1011168;UV Manager;Command
1011169;Fit UV to Canvas;Command
1011170;Optimal Mapping;Command
1011171;Transform;Command
1011172;Realign;Command
1011173;ViewportExtHookHUD;SceneHook
1011177;Search;Command
1011178;Fill Selection;Command
1011178;Fill Selection;Tool
1011178;Fill Selection;11
1011179;Outline Selection;Command
1011179;Outline Selection;Tool
1011179;Outline Selection;11
1011180;Ring Selection;Command
1011180;Ring Selection;Tool
1011180;Ring Selection;11
1011181;Convert Selection;Command
1011182;Measure & Construction;11
1011182;Measure & Construction;Command
1011182;Measure & Construction;Tool
1011183;Extrude;Command
1011183;Extrude;Tool
1011183;Extrude;11
1011189;Text Separator;18
1011192;Loop Selection;Command
1011192;Loop Selection;Tool
1011192;Loop Selection;11
1011193;Active Group;18
1011194;Cloud Group;Object
1011196;Cloud;Object
1011197;SLA wave scene hook;SceneHook
1011198;Bake Material;Tag
1011198;Bake Material;Command
1011199;Ripple;Shader
1011961;Sketch Render;Tag
1011961;Sketch Render;Command
1011981;View Center;Command
1011982;Center Axis to;Command
1011983;Center to Parent;Command
1011984;Center Parent to;Command
1011985;Center Object to;Command
1012041;TUOUTLINER;2
1012061;STHOOK;SceneHook
1012074;Illustrator 8 (*.ai);16
1012074;Illustrator 8 (*.ai) Export;35
1012074;Illustrator 8 (*.ai);Command
1012094;Sketch and Toon;35
1012095;TUPREFSDUMMY;Tag
1012095;TUPREFSDUMMY;Command
1012129;Path Selection;Command
1012129;Path Selection;Tool
1012129;Path Selection;11
1012158;Cel;Shader
1012160;Spots;Shader
1012161;Art;Shader
1012166;Hatch;Shader
1015545;IGES Group;Object
1015545;IGES Group;Command
1015546;IGES Trimmed Surface;Object
1015546;IGES Trimmed Surface;Command
1015547;IGES Mapped Curve;Object
1015547;IGES Mapped Curve;Command
1015548;IGES Surface;Object
1015548;IGES Surface;Command
1015549;IGES Curve;Object
1015549;IGES Curve;Command
1015650;Material Exchanger...;Command
1015840;ASCII Animation Import...;Command
1015924;Collapse;Command
1016007;Film Move;Command
1016007;Film Move;Tool
1016007;Film Move;11
1016008;Film Magnify;Tool
1016008;Film Magnify;Command
1016008;Film Magnify;11
1016009;Film Zoom;Tool
1016009;Film Zoom;Command
1016009;Film Zoom;11
1016010;Zoom In;Command
1016011;Zoom Out;Command
1016160;N-gon Triangulation;Command
1016173;Retriangulate N-gons;Command
1016174;Remove N-gons;Command
1016177;Increase SDS Subdivision;Command
1016178;Decrease SDS Subdivision;Command
1016179;Isoline Editing;Command
1016185;Magnet;Command
1016185;Magnet;Tool
1016185;Magnet;11
1016202;Brush;11
1016202;Brush;Command
1016202;Brush;Tool
1016207;Invert Object Selection;Command
1016208;Hide Objects;Command
1016209;Show Objects;Command
1016440;Allplan (*.xml);16
1016440;Allplan (*.xml);Command
1016440;Allplan (*.xml) Export;35
1016606;OpenEXR;14
1016682;SoftSelectionMessages;17
1016699;ToolSoftSelection;11
1016699;ToolSoftSelection;Tool
1016757;Toggle Visible Only;Command
1017305;Hair;Object
1017325;Hair Render;VideoPost
1017326;Hair Collider;Tag
1017326;Hair Collider;Command
1017448;Brush Selection;Command
1017448;Brush Selection;Tool
1017448;Brush Selection;11
1017454;Move;Tool
1017454;Move;Command
1017454;Move;11
1017457;Points;Command
1017458;Guides;Command
1017459;Roots;Command
1017460;Tips;Command
1017487;Vertices;Command
1017488;Select All;Command
1017489;Deselect All;Command
1017490;Hide;Command
1017491;Show All;Command
1017495;Invert;Command
1017510;Grow Selection;11
1017510;Grow Selection;Tool
1017510;Grow Selection;Command
1017530;Convert Selected;Command
1017531;Lock Selected;Command
1017532;Unlock All;Command
1017533;Hide Locked;Command
1017534;Scale;11
1017534;Scale;Tool
1017534;Scale;Command
1017540;Convert to Spline;Command
1017541;Convert from Spline;Command
1017542;Cut;Command
1017542;Cut;Tool
1017542;Cut;11
1017548;Clump;Command
1017548;Clump;Tool
1017548;Clump;11
1017549;Straighten;Command
1017549;Straighten;Tool
1017549;Straighten;11
1017568;Push;Command
1017568;Push;Tool
1017568;Push;11
1017578;Hair;Tag
1017578;Hair;Command
1017581;Brush;Command
1017581;Brush;Tool
1017581;Brush;11
1017617;Comb;Command
1017617;Comb;Tool
1017617;Comb;11
1017637;Even Segments;Command
1017638;Set Roots;Command
1017638;Set Roots;11
1017638;Set Roots;Tool
1017640;Add Guides;Command
1017640;Add Guides;Tool
1017640;Add Guides;11
1017642;Unroot Guides;Command
1017667;Polygon Hair;Shader
1017671;Hair Tangents;Tag
1017671;Hair Tangents;Command
1017729;Hair Material;Tag
1017729;Hair Material;Command
1017730;Hair;2
1017746;Hair Selection;Tag
1017746;Hair Selection;Command
1017747;Set Selection;Command
1017874;Light;Tag
1017874;Light;Command
1018007;Set Initial State;Command
1018016;sds_tag_data;Tag
1018016;sds_tag_data;Command
1018036;Delete Guides;Command
1018051;Copy Guides;Command
1018052;Cut Guides;Command
1018053;Paste Guides;Command
1018064;Symmetry;11
1018064;Symmetry;Tool
1018065;Hair Symmetry Manager;Command
1018066;Hair Symmetry;Command
1018067;Mirror;11
1018067;Mirror;Command
1018067;Mirror;Tool
1018068;Rope;Command
1018068;Rope;Tag
1018074;Rope Belt;Tag
1018074;Rope Belt;Command
1018100;Lasso Selection;Tool
1018100;Lasso Selection;11
1018100;Lasso Selection;Command
1018101;Polygon Selection;Command
1018101;Polygon Selection;Tool
1018101;Polygon Selection;11
1018102;Rectangle Selection;11
1018102;Rectangle Selection;Command
1018102;Rectangle Selection;Tool
1018122;Soft Selection;11
1018122;Soft Selection;Tool
1018123;Soft Selection Manager;Command
1018124;Soft Selection;Command
1018164;Dynamics Interaction;Command
1018166;Curl;Command
1018166;Curl;Tool
1018166;Curl;11
1018169;Rotate;Command
1018169;Rotate;Tool
1018169;Rotate;11
1018180;Dynamic Interaction;11
1018180;Dynamic Interaction;Tool
1018327;Tension;Tag
1018327;Tension;Command
1018329;Hair Vertex;Tag
1018329;Hair Vertex;Command
1018373;Selection;Command
1018373;Selection;Tool
1018373;Selection;11
1018385;Render;Tag
1018385;Render;Command
1018392;hair_prefs_hidden;Tag
1018392;hair_prefs_hidden;Command
1018393;Hair;35
1018396;Feathers;Command
1018396;Feathers;Object
1018398;ListView;18
1018401;Add Hair;Command
1018421;Use Hair;Command
1018462;Connect Guides;Command
1018463;Split Guides;Command
1018464;Select Hidden;Command
1018465;Paste to New;Command
1018466;Hairs to Guides;Command
1018467;Next Vertex;Command
1018468;Previous Vertex;Command
1018470;Unlock Selected;Command
1018483;Timeline Scroll Bar (Key Area);Command
1018483;Time Scrollbar;21
1018492;Palette;Command
1018516;Cut;Command
1018517;Copy;Command
1018518;Paste;Command
1018519;Delete;Command
1018520;Reverse Sequence;Command
1018521;Select All;Command
1018522;Deselect All;Command
1018523;Ripple Edit;Command
1018524;Trim to Work Area;Command
1018525;Expand to Full Time;Command
1018526;Time Scrollbar Pop-up;Command
1018529;Split Transform Keys;Command
1018530;Show Inactive Keys;Command
1018531;Shift Left;Command
1018532;Shift Right;Command
1018533;Fill;Command
1018535;Delete Markers;Command
1018538;Quantize;Command
1018544;Cloner;Object
1018544;Cloner;Command
1018545;Matrix;Object
1018545;Matrix;Command
1018561;Shader;Object
1018561;Shader;Command
1018625;Data Tag;Tag
1018625;Data Tag;Command
1018643;Random;Object
1018643;Random;Command
1018654;Beat Shader;Shader
1018655;Tracer;Object
1018655;Tracer;Command
1018663;MoGraphMessage;17
1018685;Displacer;Command
1018685;Displacer;Object
1018767;Color Shader;Shader
1018768;Motion Graphics Color Tag;Tag
1018768;Motion Graphics Color Tag;Command
1018774;Spline;Object
1018774;Spline;Command
1018775;Inheritance;Command
1018775;Inheritance;Object
1018791;Fracture;Object
1018791;Fracture;Command
1018870;HairHighlightHook;SceneHook
1018881;Step;Command
1018881;Step;Object
1018882;Sound;Object
1018883;Formula;Command
1018883;Formula;Object
1018889;Target;Command
1018889;Target;Object
1018935;Time;Command
1018935;Time;Object
1018957;MoInstance;Object
1018957;MoInstance;Command
1018958;Fur;Command
1018958;Fur;Object
1019010;Data;11
1019221;Spline Wrap;Command
1019221;Spline Wrap;Object
1019222;PolyFX;Command
1019222;PolyFX;Object
1019234;Delay;Object
1019234;Delay;Command
1019268;Text;Object
1019268;Text;Command
1019296;Sample;11
1019302;Falloff;11
1019326;Motion Graphics Tracer Tag;Tag
1019326;Motion Graphics Tracer Tag;Command
1019337;MoGraph Cache;Command
1019337;MoGraph Cache;Tag
1019342;Linear Clone Tool;11
1019342;Linear Clone Tool;Command
1019342;Linear Clone Tool;Tool
1019343;Radial Clone Tool;Command
1019343;Radial Clone Tool;Tool
1019343;Radial Clone Tool;11
1019344;Grid Clone Tool;Tool
1019344;Grid Clone Tool;Command
1019344;Grid Clone Tool;11
1019351;Group;Command
1019351;Group;Object
1019352;Motion Graphics Dependance Tag;Tag
1019352;Motion Graphics Dependance Tag;Command
1019358;MoExtrude;Object
1019358;MoExtrude;Command
1019362;Joint;Object
1019362;Joint;Command
1019363;Skin;Object
1019363;Skin;Command
1019364;Constraint;Tag
1019364;Constraint;Command
1019365;Weight;Tag
1019365;Weight;Command
1019396;Spline Mask;Object
1019396;Spline Mask;Command
1019397;Multi Shader;Shader
1019499;Weight Tool;Command
1019499;Weight Tool;Tool
1019499;Weight Tool;11
1019525;MoGraphSceneHook;SceneHook
1019543;Infinite;33
1019544;Box;33
1019545;Sphere;33
1019546;Cylinder;33
1019547;Linear;33
1019548;Source;33
1019549;Cone;33
1019550;Torus;33
1019561;IK;Tag
1019561;IK;Command
1019600;Joint Tool;Command
1019600;Joint Tool;Tool
1019600;Joint Tool;11
1019603;Radio Buttons;18
1019612;Morph;Tag
1019612;Morph;Command
1019633;Morph;Tag
1019633;Morph;Command
1019636;CAManagerHook;SceneHook
1019637;CAMessageHook;17
1019656;ItemList;18
1019659;SpreadSheet;18
1019662;Base Morph;Tag
1019662;Base Morph;Command
1019663;Morph Target;Tag
1019663;Morph Target;Command
1019677;Falloff;Object
1019677;Falloff;Command
1019730;Phong Break Selection;11
1019730;Phong Break Selection;Command
1019730;Phong Break Selection;Tool
1019731;Active Morph;Command
1019731;Active Morph;Tag
1019744;Driver;Tag
1019744;Driver;Command
1019760;Show Help;Command
1019768;Morph;Object
1019768;Morph;Command
1019773;Property Transfer;Command
1019774;Shrink Wrap;Object
1019774;Shrink Wrap;Command
1019782;LegacyVRayBridgeVideoPost;VideoPost
1019827;Line Up UV;Command
1019830;Unstitch UV;Command
1019832;Morphs;34
1019839;Vertex Maps;34
1019855;Selections Polygons;34
1019857;UVs;34
1019858;Selections Points;34
1019859;Selections Edges;34
1019860;Material Tags;34
1019862;IK-Spline;Tag
1019862;IK-Spline;Command
1019867;Joint Weights;34
1019872;Driver GUI;18
1019881;Bind;Command
1019883;Align;Command
1019884;Create IK Chain;Command
1019919;BaseList2D GUI;18
1019937;Reset Pose;Command
1019938;To Preferred;Command
1019939;Set Preferred;Command
1019940;Reset Transform;Command
1019941;Convert to Nulls;Command
1019942;Convert to Joints;Command
1019943;Selection to Joints;Command
1019944;Use IK;Command
1019945;Use Joint Symmetry;Command
1019946;Copy Chain;Command
1019947;Map Chain;Command
1019948;Mirror Chain;Command
1019949;Joints to Spline;Command
1019950;Spline to Joints;Command
1019951;Delete Without Children;Command
1019952;Naming Tool;11
1019952;Naming Tool;Command
1019952;Naming Tool;Tool
1019953;Mirror Tool;Command
1019953;Mirror Tool;11
1019953;Mirror Tool;Tool
1019954;Set Pose;Command
1019966;Show Soundwave;Command
1020032;Paste In Place;Command
1020034;No Split;Command
1020035;Split Vector Keys;Command
1020041;Unlink Time;Command
1020042;Use Time Format;Command
1020120;PKHOP;Object
1020132;PLKHUD;SceneHook
1020190;Use Constraints;Command
1020295;LegacyVRayMaterial;2
1020441;LegacyVRayTag;Tag
1020441;LegacyVRayTag;Command
1020565;LegacyVRayTag;Tag
1020565;LegacyVRayTag;Command
1020898;LegacyVRayTag;Tag
1020898;LegacyVRayTag;Command
1021096;Global Illumination;VideoPost
1021103;Boundary to Circle;Command
1021131;Boundary to Quad;Command
1021214;LegacyVRayTag;Tag
1021214;LegacyVRayTag;Command
1021280;Squash & Stretch;Object
1021280;Squash & Stretch;Command
1021283;Cluster;Command
1021283;Cluster;Object
1021284;Jiggle;Object
1021284;Jiggle;Command
1021285;Create Cluster;Command
1021286;Paint Tool;Command
1021286;Paint Tool;Tool
1021286;Paint Tool;11
1021287;Volume;Command
1021287;Volume;Object
1021302;Point Cache;Tag
1021302;Point Cache;Command
1021318;Point Cache;Object
1021318;Point Cache;Command
1021334;Joint Align Tool;Tool
1021334;Joint Align Tool;Command
1021334;Joint Align Tool;11
1021337;Plain;Object
1021337;Plain;Command
1021338;MoGraph Selection;Tag
1021338;MoGraph Selection;Command
1021340;MoGraph Selection;Command
1021340;MoGraph Selection;Tool
1021340;MoGraph Selection;11
1021344;MoGraph Selection;11
1021346;Capsule;33
1021362;Advanced Mode;Command
1021372;DWG (*.dwg);15
1021372;DWG (*.dwg) Import;35
1021385;Brush Selection;Command
1021386;-;Command
1021387;-;Command
1021388;-;Command
1021389;-;Command
1021390;-;Command
1021391;-;Command
1021392;-;Command
1021420;Set Camera Pivot;Command
1021433;Character;Object
1021433;Character;Command
1021738;LegacyVRayTag;Tag
1021738;LegacyVRayTag;Command
1021824;CMotion;Object
1021824;CMotion;Command
1021891;LegacyVRayTag;Tag
1021891;LegacyVRayTag;Command
1022113;Character Component;Tag
1022113;Character Component;Command
1022115;LegacyVRayMaterial;2
1022116;LegacyVRayMaterial;2
1022119;Pixel;Shader
1022143;Calculate FPS;Command
1022211;Doodle Image;Tag
1022211;Doodle Image;Command
1022212;Doodle Hook;SceneHook
1022213;Doodle Track;32
1022215;Add Doodle Frame;Command
1022242;Doodle Object;Object
1022250;Load Character Template...;Command
1022251;Save Character Template;Command
1022252;Save Character Template As...;Command
1022253;Reload Character Templates;Command
1022257;Doodle Paint;Tool
1022257;Doodle Paint;Command
1022257;Doodle Paint;11
1022280;Remove Doodle Frame;Command
1022281;Clear Doodle Frame;Command
1022285;Set Doodle Viewport;Command
1022286;Doodle Eraser;11
1022286;Doodle Eraser;Command
1022286;Doodle Eraser;Tool
1022292;Component;Object
1022292;Component;Command
1022302;Copy Component;Command
1022303;Cut Component;Command
1022304;Paste Component;Command
1022305;Delete Component;Command
1022307;Paste to Component;Command
1022308;Paste Mirror Component;Command
1022309;Mirror to Component;Command
1022315;COLLADA 1.4 (*.dae);15
1022315;COLLADA 1.4 (*.dae) Import;35
1022316;COLLADA 1.4 (*.dae) Export;35
1022316;COLLADA 1.4 (*.dae);16
1022316;COLLADA 1.4 (*.dae);Command
1022317;COLLADA14IMPORTTAG;Tag
1022317;COLLADA14IMPORTTAG;Command
1022346;DPOST;VideoPost
1022384;Duplicate Doodle Frame;Command
1022414;Add Transform Constraint;Command
1022415;Add Aim Constraint;Command
1022416;Add Parent Constraint;Command
1022417;Add Up Vector Constraint;Command
1022418;Add Clamp Constraint;Command
1022419;Add Spring Constraint;Command
1022420;Add Mirror Constraint;Command
1022421;Add Position Constraint;Command
1022422;Add Rotation Constraint;Command
1022423;Add Scale Constraint;Command
1022424;Add Origin Constraint;Command
1022425;Add Plane Constraint;Command
1022426;Add Axis Constraint;Command
1022427;Add Surface Constraint;Command
1022428;Add Point Constraint;Command
1022429;Add Spline Constraint;Command
1022471;Python;11
1022476;To Photoshop;Command
1022478;Open in BodyPaint 3D...;Command
1022593;LegacyVRayMaterial;2
1022660;COLLADA14EXPORTTAG;Tag
1022660;COLLADA14EXPORTTAG;Command
1022735;Script Folder...;Command
1022749;Python;Command
1022749;Python;Tag
1022763;HUDMessageManager;17
1022807;Run Script...;Command
1022912;Convert Joints to Polygon Object;Command
1023126;LegacyVRayMaterial;2
1023334;Add Bounds Constraint;Command
1023335;Freeze Transform;Command
1023336;Unfreeze Transform;Command
1023342;Physical;VideoPost
1023410;Reload Bitmap;Command
1023411;Close Bitmap;Command
1023413;Open in Photoshop...;Command
1023414;Coverage Render (Viewport);Command
1023415;Coverage Render...;Command
1023416;Link Camera to Active View;Command
1023417;Protect Camera;Command
1023418;Unprotect Camera;Command
1023419;Duplicate Camera;Command
1023420;Enable 3D Paint;Command
1023421;Disable 3D Paint;Command
1023422;Remove;Command
1023423;New Projection Camera ;Command
1023671;PNG;14
1023699;Source Protector...;Command
1023737;DPX;14
1023800;Sculpt;Tag
1023800;Sculpt;Command
1023861;Import Legacy Library (*.lib4d)...;Command
1023866;Python Generator;Object
1023866;Python Generator;Command
1024014;SurfaceLayerSystem;11
1024015;Sculpt Layers;Command
1024016;SculptLayer;11
1024033;Surface Object;11
1024168;Draw;11
1024168;Draw;Command
1024168;Draw;Tool
1024169;Flatten;Command
1024169;Flatten;Tool
1024169;Flatten;11
1024170;Smooth;Tool
1024170;Smooth;Command
1024170;Smooth;11
1024171;Pinch;Command
1024171;Pinch;Tool
1024171;Pinch;11
1024182;Sculpt Objects;SceneHook
1024189;Erase;Command
1024189;Erase;Tool
1024189;Erase;11
1024192;LegacyVRayMaterial;2
1024194;Subdivide;Command
1024195;Increase;Command
1024196;Decrease;Command
1024197;Grab;11
1024197;Grab;Command
1024197;Grab;Tool
1024237;Pose Morph;Tag
1024237;Pose Morph;Command
1024476;Camera;Object
1024476;Camera;Command
1024490;Plugin Manager;Command
1024506;Mask;11
1024506;Mask;Command
1024506;Mask;Tool
1024529;Smoothing;Object
1024529;Smoothing;Command
1024542;Correction;Object
1024542;Correction;Command
1024543;Mesh;Object
1024543;Mesh;Command
1024544;Collision;Object
1024544;Collision;Command
1024552;Surface;Object
1024552;Surface;Command
1024712;Create Polygon Copy;Command
1024713;Create Polygon Copy For Every Level;Command
1024868;ItemTree;18
1024918;BrushPreview;18
1024945;Pavement;Shader
1024983;LegacyVRayTag;Tag
1024983;LegacyVRayTag;Command
1025027;BrushFallOff;18
1025028;Weight Manager;Command
1025169;Add Transform Morph;Command
1025170;Add Point Morph;Command
1025462;Watermark;VideoPost
1025539;Set Parent;Command
1025540;Unparent;Command
1025614;Subsurface Scattering;Shader
1025623;Project Object;Command
1025699;Replace With;Command
1025754;COLLADA 1.5 (*.dae);15
1025754;COLLADA 1.5 (*.dae) Import;35
1025755;COLLADA 1.5 (*.dae);16
1025755;COLLADA 1.5 (*.dae);Command
1025755;COLLADA 1.5 (*.dae) Export;35
1025756;COLLADA15IMPORTTAG;Tag
1025756;COLLADA15IMPORTTAG;Command
1025757;COLLADA15EXPORTTAG;Tag
1025757;COLLADA15EXPORTTAG;Command
1025763;Add XRef...;Command
1025766;XRef;Command
1025766;XRef;Object
1025773;Reload XRefs;Command
1025776;XRef Manager;Command
1025796;XRef;Object
1025797;XRef;Tag
1025797;XRef;Command
1025800;Python;Object
1025800;Python;Command
1025807;XRefs;SceneHook
1025809;Add XRef Options;Command
1025836;SculptLayerFolderData;11
1025837;LayerSystemBase;11
1026224;Muscle;Command
1026224;Muscle;Object
1026225;Sculpt Symmetry;Command
1026256;<unnamed>;11
1026273;Image;18
1026275;Visual Selector;Tag
1026275;Visual Selector;Command
1026277;Terrain Mask;Shader
1026289;Visual Selector;Command
1026352;MSkin;Command
1026352;MSkin;Object
1026369;FBX (*.fbx) Import;35
1026369;FBX (*.fbx);15
1026370;FBX (*.fbx);16
1026370;FBX (*.fbx);Command
1026370;FBX (*.fbx) Export;35
1026371;FBXExportReferenceTag;Command
1026371;FBXExportReferenceTag;Tag
1026374;Reset All;Command
1026375;Reload Python Plugins;Command
1026402;None;33
1026477;POPUPGADGET_GUI;18
1026518;Wax;Command
1026518;Wax;11
1026518;Wax;Tool
1026519;Knife;11
1026519;Knife;Command
1026519;Knife;Tool
1026576;Weathering;Shader
1026588;Normalizer;Shader
1026593;Combine Scene...;Command
1026657;SculptSurfaceLayer;11
1026688;<unnamed>;11
1026701;LegacyVRayShader;Shader
1026708;Inflate;11
1026708;Inflate;Command
1026708;Inflate;Tool
1026710;Fill;11
1026710;Fill;Command
1026710;Fill;Tool
1026715;Scrape;11
1026715;Scrape;Tool
1026715;Scrape;Command
1026718;New Script;Command
1026719;Open Script...;Command
1026720;Import Script...;Command
1026721;Save Script;Command
1026722;Save All Scripts;Command
1026723;Save Script as...;Command
1026724;Delete Script from Disk;Command
1026725;Duplicate Script;Command
1026759;Render Icon;Command
1026760;Load Icon...;Command
1026818;Camera Calibrator;Tag
1026818;Camera Calibrator;Command
1026839;CmSceneHook;SceneHook
1026879;Extract Object From Mask;Command
1026886;Extract Object From Layer;Command
1026918;Step;Command
1026918;Step;Object
1026919;Weight Manager;Tool
1026919;Weight Manager;11
1026923;Presets;Command
1026929;Project Object;Command
1026947;Python Thread Node;11
1027025;Add Folder;Command
1027026;Add Layer;Command
1027028;Delete Layer;Command
1027029;Clear Layer;Command
1027030;Clear Mask;Command
1027032;Merge Visible;Command
1027033;Flatten;Command
1027034;Delete Higher Levels;Command
1027039;Invert Mask;Command
1027041;Hide Masked;Command
1027042;Show Masked;Command
1027066;StampPreview;18
1027117;Position Pass;VideoPost
1027128;SurfaceSculptLevel;11
1027384;Commander (Legacy);Command
1027437;StencilPreview;18
1027439;RadialPreview;18
1027536;DisplacementData;11
1027538;Bake Sculpt Objects;Command
1027556;Repeat;11
1027556;Repeat;Command
1027556;Repeat;Tool
1027560;IDS_COLORBAR;18
1027573;IDS_VARTEXT;18
1027593;Locked Workplane;Command
1027594;Planar Workplane;Command
1027595;Camera Workplane;Command
1027624;XRef;Object
1027636;Interactive Workplane;Command
1027657;Guide;Object
1027657;Guide;Command
1027660;SculptLinkTag;Command
1027660;SculptLinkTag;Tag
1027720;Guide Tool;11
1027720;Guide Tool;Command
1027720;Guide Tool;Tool
1027742;Motion Camera;Tag
1027742;Motion Camera;Command
1027743;Camera Morph;Tag
1027743;Camera Morph;Command
1027744;Motion Camera;Command
1027745;Camera Morph;Command
1027822;Delete Enabled Guides;Command
1027831;Modeling/Sculpting;35
1027923;Track;11
1028009;Update Character;Command
1028063;TargetDistancePicker;SceneHook
1028081;Alembic (*.abc);15
1028081;Alembic (*.abc) Import;35
1028082;Alembic (*.abc);Command
1028082;Alembic (*.abc) Export;35
1028082;Alembic (*.abc);16
1028083;Alembic Generator;Command
1028083;Alembic Generator;Object
1028104;Auto Exchange XRefs;Command
1028155;Select;Command
1028156;Reload;Command
1028157;Unload;Command
1028158;Exchange...;Command
1028159;Make Editable;Command
1028160;Open for Edit;Command
1028161;Show in Finder;Command
1028162;Options;Command
1028163;Remove;Command
1028164;Exchange All to Proxy;Command
1028165;Exchange All to Main;Command
1028166;Selection to Nulls;Command
1028167;Colorize Joints;Command
1028172;ABCTempExport;Tag
1028172;ABCTempExport;Command
1028185;Load Weights...;Command
1028186;Save Weights...;Command
1028189;Save Weights Options;Command
1028190;Load Weights Options;Command
1028267;LegacyVRayObject;Object
1028270;Camera Crane;Command
1028270;Camera Crane;Tag
1028271;Camera Crane;Command
1028366;Sculpt Brush Size;Command
1028367;Sculpt Brush Size Increase;Command
1028368;Sculpt Brush Size Decrease;Command
1028369;Sculpt Brush Pressure;Command
1028370;Sculpt Brush Pressure Increase;Command
1028371;Sculpt Brush Pressure Decrease;Command
1028372;Sculpt Brush Stencil Adjust;Command
1028373;Sculpt Brush Toggle Stencil Visibility;Command
1028374;Sculpt Brush Toggle Wireframe;Command
1028384;Toggle Symmetry Plane X;Command
1028385;Toggle Symmetry Plane Y;Command
1028386;Toggle Symmetry Plane Z;Command
1028388;Sculpt Brush Size Increase Big Steps;Command
1028389;Sculpt Brush Size Decrease Big Steps;Command
1028390;Sculpt Brush Pressure Increase Big Steps;Command
1028391;Sculpt Brush Pressure Decrease Big Steps;Command
1028393;Motion Tracker;Object
1028398;Normal Pass;VideoPost
1028458;Alembic Archive Hook;SceneHook
1028461;Grass;2
1028462;Grow Grass;Command
1028463;Architectural Grass;Tag
1028463;Architectural Grass;Command
1028481;SceneHook;SceneHook
1028640;Kerning;18
1028709;Polygon Sculpt;11
1028737;SculptUndoRedoMessageManager;17
1028751;Sculpt Spline Point 3D;11
1028752;Sculpt Spline Point 2D;11
1028859;Load Sculpt Preset;Command
1028860;Load Stamp Preset;Command
1028861;Load Stencil Preset;Command
1028866;Copy Mask;Command
1028867;Paste Mask;Command
1028868;BiRender;VideoPost
1029169;Amplify;Command
1029169;Amplify;Tool
1029169;Amplify;11
1029259;Project Mesh;Command
1029281;CameraMorphDrawSceneHook;SceneHook
